question_uid,exam_uid,title,link,year,tags,reason
go:1259,cse:2007:set1:main:q61,GATE CSE 2007 | Question: 61,https://gateoverflow.in/1259/gate-cse-2007-question-61,gatecse-2007,gatecse-2007;databases;sql;normal;verbal-aptitude,no_question_uid_answer_record
go:1847,cse:2006:set1:main:q69,GATE CSE 2006 | Question: 69,https://gateoverflow.in/1847/gate-cse-2006-question-69,gatecse-2006,gatecse-2006;databases;sql;normal,no_question_uid_answer_record
go:1846,cse:2006:set1:main:q68,GATE CSE 2006 | Question: 68,https://gateoverflow.in/1846/gate-cse-2006-question-68,gatecse-2006,gatecse-2006;databases;sql;normal,no_question_uid_answer_record
go:1400,cse:2005:set1:main:q77-isro2016-55,"GATE CSE 2005 | Question: 77, ISRO2016-55",https://gateoverflow.in/1400/gate-cse-2005-question-77-isro2016-55,gatecse-2005,gatecse-2005;databases;sql;easy;isro2016,no_question_uid_answer_record
go:1392,cse:2005:set1:main:q69,GATE CSE 2005 | Question: 69,https://gateoverflow.in/1392/gate-cse-2005-question-69,gatecse-2005,gatecse-2005;co-and-architecture;interrupts,no_question_uid_answer_record
go:43575,cse:2003:set1:main:q74,GATE CSE 2003 | Question: 74,https://gateoverflow.in/43575/gate-cse-2003-question-74,gatecse-2003,gatecse-2003;programming;compiler-design;parameter-passing;runtime-environment;normal,no_question_uid_answer_record
go:205818,cse:2002:set1:main:q18-b,GATE CSE 2002 | Question: 18-b,https://gateoverflow.in/205818/gate-cse-2002-question-18-b,gatecse-2002,gatecse-2002;operating-system;process-synchronization;normal;descriptive,no_question_uid_answer_record
go:3915,cse:2002:set1:main:q5b,GATE CSE 2002 | Question: 5b,https://gateoverflow.in/3915/gate-cse-2002-question-5b,gatecse-2002,gatecse-2002;mathematical-logic;easy;descriptive;propositional-logic,no_question_uid_answer_record
go:875,cse:2002:set1:main:q22,GATE CSE 2002 | Question: 22,https://gateoverflow.in/875/gate-cse-2002-question-22,gatecse-2002,gatecse-2002;compiler-design;parsing;normal;descriptive,no_question_uid_answer_record
go:874,cse:2002:set1:main:q21,GATE CSE 2002 | Question: 21,https://gateoverflow.in/874/gate-cse-2002-question-21,gatecse-2002,gatecse-2002;theory-of-computation;finite-automata;normal;descriptive,no_question_uid_answer_record
go:873,cse:2002:set1:main:q20,GATE CSE 2002 | Question: 20,https://gateoverflow.in/873/gate-cse-2002-question-20,gatecse-2002,gatecse-2002;operating-system;process-synchronization;normal;descriptive,no_question_uid_answer_record
go:872,cse:2002:set1:main:q19,GATE CSE 2002 | Question: 19,https://gateoverflow.in/872/gate-cse-2002-question-19,gatecse-2002,gatecse-2002;operating-system;virtual-memory;normal;descriptive,no_question_uid_answer_record
go:871,cse:2002:set1:main:q18-a,GATE CSE 2002 | Question: 18-a,https://gateoverflow.in/871/gate-cse-2002-question-18-a,gatecse-2002,gatecse-2002;operating-system;process-synchronization;normal;descriptive,no_question_uid_answer_record
go:870,cse:2002:set1:main:q17,GATE CSE 2002 | Question: 17,https://gateoverflow.in/870/gate-cse-2002-question-17,gatecse-2002,gatecse-2002;databases;b-tree;normal;descriptive,no_question_uid_answer_record
go:869,cse:2002:set1:main:q16,GATE CSE 2002 | Question: 16,https://gateoverflow.in/869/gate-cse-2002-question-16,gatecse-2002,gatecse-2002;databases;database-normalization;normal;descriptive,no_question_uid_answer_record
go:868,cse:2002:set1:main:q15,GATE CSE 2002 | Question: 15,https://gateoverflow.in/868/gate-cse-2002-question-15,gatecse-2002,gatecse-2002;databases;normal;descriptive;relational-algebra;sql,no_question_uid_answer_record
go:867,cse:2002:set1:main:q14,GATE CSE 2002 | Question: 14,https://gateoverflow.in/867/gate-cse-2002-question-14,gatecse-2002,gatecse-2002;theory-of-computation;decidability;normal;turing-machine;descriptive;difficult,no_question_uid_answer_record
go:866,cse:2002:set1:main:q13,GATE CSE 2002 | Question: 13,https://gateoverflow.in/866/gate-cse-2002-question-13,gatecse-2002,gatecse-2002;combinatory;normal;descriptive;balls-in-bins,no_question_uid_answer_record
go:864,cse:2002:set1:main:q11,GATE CSE 2002 | Question: 11,https://gateoverflow.in/864/gate-cse-2002-question-11,gatecse-2002,gatecse-2002;programming;recursion;descriptive,no_question_uid_answer_record
go:863,cse:2002:set1:main:q10,GATE CSE 2002 | Question: 10,https://gateoverflow.in/863/gate-cse-2002-question-10,gatecse-2002,gatecse-2002;co-and-architecture;cache-memory;normal;descriptive,no_question_uid_answer_record
go:862,cse:2002:set1:main:q9,GATE CSE 2002 | Question: 9,https://gateoverflow.in/862/gate-cse-2002-question-9,gatecse-2002,gatecse-2002;digital-logic;number-representation;normal;descriptive,no_question_uid_answer_record
go:861,cse:2002:set1:main:q8,GATE CSE 2002 | Question: 8,https://gateoverflow.in/861/gate-cse-2002-question-8,gatecse-2002,gatecse-2002;digital-logic;normal;descriptive;digital-counter,no_question_uid_answer_record
go:860,cse:2002:set1:main:q7,GATE CSE 2002 | Question: 7,https://gateoverflow.in/860/gate-cse-2002-question-7,gatecse-2002,gatecse-2002;digital-logic;normal;descriptive;digital-circuits,no_question_uid_answer_record
go:859,cse:2002:set1:main:q6,GATE CSE 2002 | Question: 6,https://gateoverflow.in/859/gate-cse-2002-question-6,gatecse-2002,gatecse-2002;data-structures;binary-tree;easy;descriptive,no_question_uid_answer_record
go:858,cse:2002:set1:main:q5a,GATE CSE 2002 | Question: 5a,https://gateoverflow.in/858/gate-cse-2002-question-5a,gatecse-2002,gatecse-2002;linear-algebra;eigen-value;normal;descriptive,no_question_uid_answer_record
go:857,cse:2002:set1:main:q4,GATE CSE 2002 | Question: 4,https://gateoverflow.in/857/gate-cse-2002-question-4,gatecse-2002,gatecse-2002;set-theory&algebra;normal;lattice;descriptive,no_question_uid_answer_record
go:856,cse:2002:set1:main:q3,GATE CSE 2002 | Question: 3,https://gateoverflow.in/856/gate-cse-2002-question-3,gatecse-2002,gatecse-2002;set-theory&algebra;normal;descriptive;relations,no_question_uid_answer_record
go:203574,cse:2001:set1:main:q21-b,GATE CSE 2001 | Question: 21-b,https://gateoverflow.in/203574/gate-cse-2001-question-21-b,gatecse-2001,gatecse-2001;databases;sql;normal;descriptive,no_question_uid_answer_record
go:203573,cse:2001:set1:main:q21-c,GATE CSE 2001 | Question: 21-c,https://gateoverflow.in/203573/gate-cse-2001-question-21-c,gatecse-2001,gatecse-2001;databases;sql;normal;descriptive,no_question_uid_answer_record
go:763,cse:2001:set1:main:q22,GATE CSE 2001 | Question: 22,https://gateoverflow.in/763/gate-cse-2001-question-22,gatecse-2001,gatecse-2001;databases;b-tree;normal;descriptive,no_question_uid_answer_record
go:762,cse:2001:set1:main:q21-a,GATE CSE 2001 | Question: 21-a,https://gateoverflow.in/762/gate-cse-2001-question-21-a,gatecse-2001,gatecse-2001;databases;sql;normal;descriptive,no_question_uid_answer_record
go:760,cse:2001:set1:main:q19,GATE CSE 2001 | Question: 19,https://gateoverflow.in/760/gate-cse-2001-question-19,gatecse-2001,gatecse-2001;operating-system;resource-allocation;normal;descriptive,no_question_uid_answer_record
go:759,cse:2001:set1:main:q18,GATE CSE 2001 | Question: 18,https://gateoverflow.in/759/gate-cse-2001-question-18,gatecse-2001,gatecse-2001;compiler-design;grammar;descriptive,no_question_uid_answer_record
go:758,cse:2001:set1:main:q17,GATE CSE 2001 | Question: 17,https://gateoverflow.in/758/gate-cse-2001-question-17,gatecse-2001,gatecse-2001;compiler-design;syntax-directed-translation;normal;descriptive,no_question_uid_answer_record
go:757,cse:2001:set1:main:q16,GATE CSE 2001 | Question: 16,https://gateoverflow.in/757/gate-cse-2001-question-16,gatecse-2001,gatecse-2001;compiler-design;parsing;normal;descriptive,no_question_uid_answer_record
go:755,cse:2001:set1:main:q14,GATE CSE 2001 | Question: 14,https://gateoverflow.in/755/gate-cse-2001-question-14,gatecse-2001,gatecse-2001;data-structures;binary-search-tree;normal;descriptive,no_question_uid_answer_record
go:754,cse:2001:set1:main:q13,GATE CSE 2001 | Question: 13,https://gateoverflow.in/754/gate-cse-2001-question-13,gatecse-2001,gatecse-2001;programming;recursion;normal;descriptive,no_question_uid_answer_record
go:753,cse:2001:set1:main:q12,GATE CSE 2001 | Question: 12,https://gateoverflow.in/753/gate-cse-2001-question-12,gatecse-2001,gatecse-2001;co-and-architecture;pipelining;normal;descriptive,no_question_uid_answer_record
go:752,cse:2001:set1:main:q11,GATE CSE 2001 | Question: 11,https://gateoverflow.in/752/gate-cse-2001-question-11,gatecse-2001,gatecse-2001;digital-logic;normal;descriptive;flip-flop,no_question_uid_answer_record
go:751,cse:2001:set1:main:q10,GATE CSE 2001 | Question: 10,https://gateoverflow.in/751/gate-cse-2001-question-10,gatecse-2001,gatecse-2001;digital-logic;normal;descriptive;min-sum-of-products-form,no_question_uid_answer_record
go:750,cse:2001:set1:main:q9,GATE CSE 2001 | Question: 9,https://gateoverflow.in/750/gate-cse-2001-question-9,gatecse-2001,gatecse-2001;co-and-architecture;cache-memory;normal;descriptive,no_question_uid_answer_record
go:748,cse:2001:set1:main:q7,GATE CSE 2001 | Question: 7,https://gateoverflow.in/748/gate-cse-2001-question-7,gatecse-2001,gatecse-2001;theory-of-computation;decidability;turing-machine;easy;descriptive,no_question_uid_answer_record
go:747,cse:2001:set1:main:q6,GATE CSE 2001 | Question: 6,https://gateoverflow.in/747/gate-cse-2001-question-6,gatecse-2001,gatecse-2001;theory-of-computation;normal;pushdown-automata;descriptive,no_question_uid_answer_record
go:746,cse:2001:set1:main:q5,GATE CSE 2001 | Question: 5,https://gateoverflow.in/746/gate-cse-2001-question-5,gatecse-2001,gatecse-2001;theory-of-computation;easy;descriptive;finite-automata;normal,no_question_uid_answer_record
go:745,cse:2001:set1:main:q4,GATE CSE 2001 | Question: 4,https://gateoverflow.in/745/gate-cse-2001-question-4,gatecse-2001,gatecse-2001;functions;set-theory&algebra;normal;descriptive,no_question_uid_answer_record
go:744,cse:2001:set1:main:q3,GATE CSE 2001 | Question: 3,https://gateoverflow.in/744/gate-cse-2001-question-3,gatecse-2001,gatecse-2001;set-theory&algebra;normal;set-theory;descriptive,no_question_uid_answer_record
go:742,cse:2001:set1:main:q2-24,GATE CSE 2001 | Question: 2.24,https://gateoverflow.in/742/gate-cse-2001-question-2-24,gatecse-2001,gatecse-2001;relational-calculus;normal;databases,no_question_uid_answer_record
go:693,cse:2000:set1:main:q22,GATE CSE 2000 | Question: 22,https://gateoverflow.in/693/gate-cse-2000-question-22,gatecse-2000,gatecse-2000;databases;sql;normal;descriptive,no_question_uid_answer_record
go:692,cse:2000:set1:main:q21,GATE CSE 2000 | Question: 21,https://gateoverflow.in/692/gate-cse-2000-question-21,gatecse-2000,gatecse-2000;databases;b-tree;normal;descriptive,no_question_uid_answer_record
go:691,cse:2000:set1:main:q20,GATE CSE 2000 | Question: 20,https://gateoverflow.in/691/gate-cse-2000-question-20,gatecse-2000,gatecse-2000;operating-system;process-synchronization;normal;descriptive,no_question_uid_answer_record
go:690,cse:2000:set1:main:q19,GATE CSE 2000 | Question: 19,https://gateoverflow.in/690/gate-cse-2000-question-19,gatecse-2000,gatecse-2000;compiler-design;syntax-directed-translation;normal;descriptive,no_question_uid_answer_record
go:687,cse:2000:set1:main:q16,GATE CSE 2000 | Question: 16,https://gateoverflow.in/687/gate-cse-2000-question-16,gatecse-2000,gatecse-2000;algorithms;normal;descriptive;recursion,no_question_uid_answer_record
go:686,cse:2000:set1:main:q15,GATE CSE 2000 | Question: 15,https://gateoverflow.in/686/gate-cse-2000-question-15,gatecse-2000,gatecse-2000;data-structures;array;easy;descriptive,no_question_uid_answer_record
go:685,cse:2000:set1:main:q14,GATE CSE 2000 | Question: 14,https://gateoverflow.in/685/gate-cse-2000-question-14,gatecse-2000,gatecse-2000;descriptive,no_question_uid_answer_record
go:684,cse:2000:set1:main:q13,GATE CSE 2000 | Question: 13,https://gateoverflow.in/684/gate-cse-2000-question-13,gatecse-2000,gatecse-2000;data-structures;stack;normal;descriptive,no_question_uid_answer_record
go:683,cse:2000:set1:main:q12,GATE CSE 2000 | Question: 12,https://gateoverflow.in/683/gate-cse-2000-question-12,gatecse-2000,gatecse-2000;co-and-architecture;pipelining;normal;descriptive,no_question_uid_answer_record
go:680,cse:2000:set1:main:q9,GATE CSE 2000 | Question: 9,https://gateoverflow.in/680/gate-cse-2000-question-9,gatecse-2000,gatecse-2000;digital-logic;min-no-gates;descriptive,no_question_uid_answer_record
go:679,cse:2000:set1:main:q8,GATE CSE 2000 | Question: 8,https://gateoverflow.in/679/gate-cse-2000-question-8,gatecse-2000,gatecse-2000;theory-of-computation;descriptive;pushdown-automata,no_question_uid_answer_record
go:678,cse:2000:set1:main:q7,GATE CSE 2000 | Question: 7,https://gateoverflow.in/678/gate-cse-2000-question-7,gatecse-2000,gatecse-2000;theory-of-computation;descriptive;regular-language;context-free-language,no_question_uid_answer_record
go:677,cse:2000:set1:main:q6,GATE CSE 2000 | Question: 6,https://gateoverflow.in/677/gate-cse-2000-question-6,gatecse-2000,gatecse-2000;set-theory&algebra;normal;descriptive;set-theory,no_question_uid_answer_record
go:676,cse:2000:set1:main:q5,GATE CSE 2000 | Question: 5,https://gateoverflow.in/676/gate-cse-2000-question-5,gatecse-2000,gatecse-2000;combinatory;normal;descriptive,no_question_uid_answer_record
go:675,cse:2000:set1:main:q4,GATE CSE 2000 | Question: 4,https://gateoverflow.in/675/gate-cse-2000-question-4,gatecse-2000,gatecse-2000;set-theory&algebra;descriptive;group-theory,no_question_uid_answer_record
go:674,cse:2000:set1:main:q3,GATE CSE 2000 | Question: 3,https://gateoverflow.in/674/gate-cse-2000-question-3,gatecse-2000,gatecse-2000;set-theory&algebra;mathematical-induction;descriptive,no_question_uid_answer_record
go:673,cse:2000:set1:main:q2-26,GATE CSE 2000 | Question: 2.26,https://gateoverflow.in/673/gate-cse-2000-question-2-26,gatecse-2000,gatecse-2000;databases;sql;normal,no_question_uid_answer_record
go:205817,cse:1999:set1:main:q20-b,GATE CSE 1999 | Question: 20-b,https://gateoverflow.in/205817/gate-cse-1999-question-20-b,gate1999,gate1999;operating-system;process-synchronization;normal;descriptive,no_question_uid_answer_record
go:203572,cse:1999:set1:main:q22-b,GATE CSE 1999 | Question: 22-b,https://gateoverflow.in/203572/gate-cse-1999-question-22-b,gate1999,gate1999;databases;sql;descriptive;easy,no_question_uid_answer_record
go:93575,cse:1999:set1:main:q11b,GATE CSE 1999 | Question: 11b,https://gateoverflow.in/93575/gate-cse-1999-question-11b,gate1999,gate1999;data-structures;linked-list;descriptive,no_question_uid_answer_record
go:1522,cse:1999:set1:main:q3,GATE CSE 1999 | Question: 3,https://gateoverflow.in/1522/gate-cse-1999-question-3,gate1999,gate1999;set-theory&algebra;relations;normal;descriptive,no_question_uid_answer_record
go:1521,cse:1999:set1:main:q22-a,GATE CSE 1999 | Question: 22-a,https://gateoverflow.in/1521/gate-cse-1999-question-22-a,gate1999,gate1999;databases;sql;easy;descriptive,no_question_uid_answer_record
go:1520,cse:1999:set1:main:q21,GATE CSE 1999 | Question: 21,https://gateoverflow.in/1520/gate-cse-1999-question-21,gate1999,gate1999;databases;b-tree;normal;descriptive,no_question_uid_answer_record
go:1519,cse:1999:set1:main:q20-a,GATE CSE 1999 | Question: 20-a,https://gateoverflow.in/1519/gate-cse-1999-question-20-a,gate1999,gate1999;operating-system;process-synchronization;normal;descriptive,no_question_uid_answer_record
go:1518,cse:1999:set1:main:q19,GATE CSE 1999 | Question: 19,https://gateoverflow.in/1518/gate-cse-1999-question-19,gate1999,gate1999;operating-system;virtual-memory;normal;descriptive,no_question_uid_answer_record
go:1516,cse:1999:set1:main:q17,GATE CSE 1999 | Question: 17,https://gateoverflow.in/1516/gate-cse-1999-question-17,gate1999,gate1999;co-and-architecture;machine-instructions;normal;descriptive,no_question_uid_answer_record
go:1514,cse:1999:set1:main:q15,GATE CSE 1999 | Question: 15,https://gateoverflow.in/1514/gate-cse-1999-question-15,gate1999,gate1999;parameter-passing;normal;runtime-environment;descriptive,no_question_uid_answer_record
go:1513,cse:1999:set1:main:q14,GATE CSE 1999 | Question: 14,https://gateoverflow.in/1513/gate-cse-1999-question-14,gate1999,gate1999;mathematical-logic;normal;propositional-logic;proof;descriptive,no_question_uid_answer_record
go:1511,cse:1999:set1:main:q12,GATE CSE 1999 | Question: 12,https://gateoverflow.in/1511/gate-cse-1999-question-12,gate1999,gate1999;data-structures;heap;normal;descriptive,no_question_uid_answer_record
go:1510,cse:1999:set1:main:q11a,GATE CSE 1999 | Question: 11a,https://gateoverflow.in/1510/gate-cse-1999-question-11a,gate1999,gate1999;algorithms;time-complexity;normal;descriptive,no_question_uid_answer_record
go:1509,cse:1999:set1:main:q10,GATE CSE 1999 | Question: 10,https://gateoverflow.in/1509/gate-cse-1999-question-10,gate1999,gate1999;theory-of-computation;descriptive;decidability,no_question_uid_answer_record
go:1507,cse:1999:set1:main:q8,GATE CSE 1999 | Question: 8,https://gateoverflow.in/1507/gate-cse-1999-question-8,gate1999,gate1999;algorithms;sorting;normal;descriptive,no_question_uid_answer_record
go:1506,cse:1999:set1:main:q7,GATE CSE 1999 | Question: 7,https://gateoverflow.in/1506/gate-cse-1999-question-7,gate1999,gate1999;theory-of-computation;context-free-language;normal;proof,no_question_uid_answer_record
go:1505,cse:1999:set1:main:q6,GATE CSE 1999 | Question: 6,https://gateoverflow.in/1505/gate-cse-1999-question-6,gate1999,gate1999;theory-of-computation;normal;regular-language;descriptive,no_question_uid_answer_record
go:1504,cse:1999:set1:main:q5,GATE CSE 1999 | Question: 5,https://gateoverflow.in/1504/gate-cse-1999-question-5,gate1999,gate1999;graph-theory;graph-connectivity;normal;descriptive;proof,no_question_uid_answer_record
go:1503,cse:1999:set1:main:q4,GATE CSE 1999 | Question: 4,https://gateoverflow.in/1503/gate-cse-1999-question-4,gate1999,gate1999;set-theory&algebra;group-theory;descriptive;proof,no_question_uid_answer_record
go:1498,cse:1999:set1:main:q2-21,GATE CSE 1999 | Question: 2.21,https://gateoverflow.in/1498/gate-cse-1999-question-2-21,gate1999,gate1999;algorithms;recurrence-relation;asymptotic-notations;normal,no_question_uid_answer_record
go:232729,cse:1998:set1:main:q10b,GATE CSE 1998 | Question: 10b,https://gateoverflow.in/232729/gate-cse-1998-question-10b,gate1998,gate1998;descriptive;set-theory&algebra;relations,no_question_uid_answer_record
go:41055,cse:1998:set1:main:q25b,GATE CSE 1998 | Question: 25b,https://gateoverflow.in/41055/gate-cse-1998-question-25b,gate1998,gate1998;operating-system;disk;descriptive,no_question_uid_answer_record
go:15708,cse:1998:set1:main:q19b,GATE CSE 1998 | Question: 19b,https://gateoverflow.in/15708/gate-cse-1998-question-19b,gate1998,gate1998;stack;infix-prefix;descriptive,no_question_uid_answer_record
go:2941,cse:1998:set1:main:q3b,GATE CSE 1998 | Question: 3b,https://gateoverflow.in/2941/gate-cse-1998-question-3b,gate1998,gate1998;theory-of-computation;regular-expression;easy;descriptive,no_question_uid_answer_record
go:1742,cse:1998:set1:main:q27,GATE CSE 1998 | Question: 27,https://gateoverflow.in/1742/gate-cse-1998-question-27,gate1998,gate1998;databases;relational-algebra;normal;descriptive,no_question_uid_answer_record
go:1741,cse:1998:set1:main:q26,GATE CSE 1998 | Question: 26,https://gateoverflow.in/1741/gate-cse-1998-question-26,gate1998,gate1998;databases;database-normalization;normal;descriptive,no_question_uid_answer_record
go:1740,cse:1998:set1:main:q25-a,GATE CSE 1998 | Question: 25-a,https://gateoverflow.in/1740/gate-cse-1998-question-25-a,gate1998,gate1998;operating-system;disk;descriptive,no_question_uid_answer_record
go:1739,cse:1998:set1:main:q24,GATE CSE 1998 | Question: 24,https://gateoverflow.in/1739/gate-cse-1998-question-24,gate1998,gate1998;operating-system;process-scheduling;descriptive,no_question_uid_answer_record
go:1738,cse:1998:set1:main:q23,GATE CSE 1998 | Question: 23,https://gateoverflow.in/1738/gate-cse-1998-question-23,gate1998,gate1998;compiler-design;syntax-directed-translation;normal;descriptive,no_question_uid_answer_record
go:1737,cse:1998:set1:main:q22,GATE CSE 1998 | Question: 22,https://gateoverflow.in/1737/gate-cse-1998-question-22,gate1998,gate1998;compiler-design;parsing;descriptive,no_question_uid_answer_record
go:1735,cse:1998:set1:main:q21,GATE CSE 1998 | Question: 21,https://gateoverflow.in/1735/gate-cse-1998-question-21,gate1998,gate1998;data-structures;tree;descriptive;numerical-answers,no_question_uid_answer_record
go:1734,cse:1998:set1:main:q20,GATE CSE 1998 | Question: 20,https://gateoverflow.in/1734/gate-cse-1998-question-20,gate1998,gate1998;data-structures;binary-tree;descriptive,no_question_uid_answer_record
go:1733,cse:1998:set1:main:q19a,GATE CSE 1998 | Question: 19a,https://gateoverflow.in/1733/gate-cse-1998-question-19a,gate1998,gate1998;data-structures;linked-list;normal;descriptive,no_question_uid_answer_record
go:1732,cse:1998:set1:main:q18,GATE CSE 1998 | Question: 18,https://gateoverflow.in/1732/gate-cse-1998-question-18,gate1998,gate1998;co-and-architecture;cache-memory;descriptive,no_question_uid_answer_record
go:1730,cse:1998:set1:main:q16,GATE CSE 1998 | Question: 16,https://gateoverflow.in/1730/gate-cse-1998-question-16,gate1998,gate1998;digital-logic;normal;descriptive;synchronous-asynchronous-circuits,no_question_uid_answer_record
go:1728,cse:1998:set1:main:q14,GATE CSE 1998 | Question: 14,https://gateoverflow.in/1728/gate-cse-1998-question-14,gate1998,gate1998;compiler-design;grammar;descriptive,no_question_uid_answer_record
go:1727,cse:1998:set1:main:q13,GATE CSE 1998 | Question: 13,https://gateoverflow.in/1727/gate-cse-1998-question-13,gate1998,gate1998;theory-of-computation;pushdown-automata;descriptive,no_question_uid_answer_record
go:1726,cse:1998:set1:main:q12,GATE CSE 1998 | Question: 12,https://gateoverflow.in/1726/gate-cse-1998-question-12,gate1998,gate1998;set-theory&algebra;group-theory;descriptive,no_question_uid_answer_record
go:1725,cse:1998:set1:main:q11,GATE CSE 1998 | Question: 11,https://gateoverflow.in/1725/gate-cse-1998-question-11,gate1998,gate1998;set-theory&algebra;normal;partial-order;descriptive,no_question_uid_answer_record
go:1724,cse:1998:set1:main:q10a,GATE CSE 1998 | Question: 10a,https://gateoverflow.in/1724/gate-cse-1998-question-10a,gate1998,gate1998;set-theory&algebra;descriptive;relations,no_question_uid_answer_record
go:1723,cse:1998:set1:main:q9,GATE CSE 1998 | Question: 9,https://gateoverflow.in/1723/gate-cse-1998-question-9,gate1998,gate1998;linear-algebra;system-of-equations;descriptive,no_question_uid_answer_record
go:1722,cse:1998:set1:main:q8,GATE CSE 1998 | Question: 8,https://gateoverflow.in/1722/gate-cse-1998-question-8,gate1998,gate1998;calculus;maxima-minima;integration;normal;descriptive,no_question_uid_answer_record
go:1721,cse:1998:set1:main:q7-a,GATE CSE 1998 | Question: 7-a,https://gateoverflow.in/1721/gate-cse-1998-question-7-a,gate1998,gate1998;databases;sql;descriptive,no_question_uid_answer_record
go:1697,cse:1998:set1:main:q6b,GATE CSE 1998 | Question: 6b,https://gateoverflow.in/1697/gate-cse-1998-question-6b,gate1998,gate1998;compiler-design;grammar;descriptive,no_question_uid_answer_record
go:1696,cse:1998:set1:main:q5,GATE CSE 1998 | Question: 5,https://gateoverflow.in/1696/gate-cse-1998-question-5,gate1998,gate1998;digital-logic;functional-completeness;descriptive,no_question_uid_answer_record
go:1695,cse:1998:set1:main:q4,GATE CSE 1998 | Question: 4,https://gateoverflow.in/1695/gate-cse-1998-question-4,gate1998,gate1998;theory-of-computation;finite-automata;normal;minimal-state-automata;descriptive,no_question_uid_answer_record
go:203570,cse:1997:set1:main:q76-b,GATE CSE 1997 | Question: 76-b,https://gateoverflow.in/203570/gate-cse-1997-question-76-b,gate1997,gate1997;databases;sql;descriptive;normal,no_question_uid_answer_record
go:19838,cse:1997:set1:main:q76-a,GATE CSE 1997 | Question: 76-a,https://gateoverflow.in/19838/gate-cse-1997-question-76-a,gate1997,gate1997;databases;sql;relational-algebra;descriptive,no_question_uid_answer_record
go:19705,cse:1997:set1:main:q75,GATE CSE 1997 | Question: 75,https://gateoverflow.in/19705/gate-cse-1997-question-75,gate1997,gate1997;operating-system;resource-allocation;normal;descriptive,no_question_uid_answer_record
