question_uid,link,title,current_status,resolution_type,value,notes
go:866,https://gateoverflow.in/866/gate-cse-2002-question-13,GATE CSE 2002 | Question: 13,MISSING,,,
go:864,https://gateoverflow.in/864/gate-cse-2002-question-11,GATE CSE 2002 | Question: 11,MISSING,,,
go:863,https://gateoverflow.in/863/gate-cse-2002-question-10,GATE CSE 2002 | Question: 10,MISSING,,,
go:862,https://gateoverflow.in/862/gate-cse-2002-question-9,GATE CSE 2002 | Question: 9,MISSING,,,
go:861,https://gateoverflow.in/861/gate-cse-2002-question-8,GATE CSE 2002 | Question: 8,MISSING,,,
go:860,https://gateoverflow.in/860/gate-cse-2002-question-7,GATE CSE 2002 | Question: 7,MISSING,,,
go:859,https://gateoverflow.in/859/gate-cse-2002-question-6,GATE CSE 2002 | Question: 6,MISSING,,,
go:858,https://gateoverflow.in/858/gate-cse-2002-question-5a,GATE CSE 2002 | Question: 5a,MISSING,,,
go:857,https://gateoverflow.in/857/gate-cse-2002-question-4,GATE CSE 2002 | Question: 4,MISSING,,,
go:856,https://gateoverflow.in/856/gate-cse-2002-question-3,GATE CSE 2002 | Question: 3,MISSING,,,
go:203574,https://gateoverflow.in/203574/gate-cse-2001-question-21-b,GATE CSE 2001 | Question: 21-b,MISSING,,,
go:203573,https://gateoverflow.in/203573/gate-cse-2001-question-21-c,GATE CSE 2001 | Question: 21-c,MISSING,,,
go:763,https://gateoverflow.in/763/gate-cse-2001-question-22,GATE CSE 2001 | Question: 22,MISSING,,,
go:762,https://gateoverflow.in/762/gate-cse-2001-question-21-a,GATE CSE 2001 | Question: 21-a,MISSING,,,
go:760,https://gateoverflow.in/760/gate-cse-2001-question-19,GATE CSE 2001 | Question: 19,MISSING,,,
go:759,https://gateoverflow.in/759/gate-cse-2001-question-18,GATE CSE 2001 | Question: 18,MISSING,,,
go:758,https://gateoverflow.in/758/gate-cse-2001-question-17,GATE CSE 2001 | Question: 17,MISSING,,,
go:757,https://gateoverflow.in/757/gate-cse-2001-question-16,GATE CSE 2001 | Question: 16,MISSING,,,
go:755,https://gateoverflow.in/755/gate-cse-2001-question-14,GATE CSE 2001 | Question: 14,MISSING,,,
go:754,https://gateoverflow.in/754/gate-cse-2001-question-13,GATE CSE 2001 | Question: 13,MISSING,,,
go:753,https://gateoverflow.in/753/gate-cse-2001-question-12,GATE CSE 2001 | Question: 12,MISSING,,,
go:752,https://gateoverflow.in/752/gate-cse-2001-question-11,GATE CSE 2001 | Question: 11,MISSING,,,
go:751,https://gateoverflow.in/751/gate-cse-2001-question-10,GATE CSE 2001 | Question: 10,MISSING,,,
go:750,https://gateoverflow.in/750/gate-cse-2001-question-9,GATE CSE 2001 | Question: 9,MISSING,,,
go:748,https://gateoverflow.in/748/gate-cse-2001-question-7,GATE CSE 2001 | Question: 7,MISSING,,,
go:747,https://gateoverflow.in/747/gate-cse-2001-question-6,GATE CSE 2001 | Question: 6,MISSING,,,
go:746,https://gateoverflow.in/746/gate-cse-2001-question-5,GATE CSE 2001 | Question: 5,MISSING,,,
go:745,https://gateoverflow.in/745/gate-cse-2001-question-4,GATE CSE 2001 | Question: 4,MISSING,,,
go:744,https://gateoverflow.in/744/gate-cse-2001-question-3,GATE CSE 2001 | Question: 3,MISSING,,,
go:742,https://gateoverflow.in/742/gate-cse-2001-question-2-24,GATE CSE 2001 | Question: 2.24,MISSING,,,
go:693,https://gateoverflow.in/693/gate-cse-2000-question-22,GATE CSE 2000 | Question: 22,MISSING,,,
go:692,https://gateoverflow.in/692/gate-cse-2000-question-21,GATE CSE 2000 | Question: 21,MISSING,,,
go:691,https://gateoverflow.in/691/gate-cse-2000-question-20,GATE CSE 2000 | Question: 20,MISSING,,,
go:690,https://gateoverflow.in/690/gate-cse-2000-question-19,GATE CSE 2000 | Question: 19,MISSING,,,
go:687,https://gateoverflow.in/687/gate-cse-2000-question-16,GATE CSE 2000 | Question: 16,MISSING,,,
go:686,https://gateoverflow.in/686/gate-cse-2000-question-15,GATE CSE 2000 | Question: 15,MISSING,,,
go:685,https://gateoverflow.in/685/gate-cse-2000-question-14,GATE CSE 2000 | Question: 14,MISSING,,,
go:684,https://gateoverflow.in/684/gate-cse-2000-question-13,GATE CSE 2000 | Question: 13,MISSING,,,
go:683,https://gateoverflow.in/683/gate-cse-2000-question-12,GATE CSE 2000 | Question: 12,MISSING,,,
go:680,https://gateoverflow.in/680/gate-cse-2000-question-9,GATE CSE 2000 | Question: 9,MISSING,,,
go:679,https://gateoverflow.in/679/gate-cse-2000-question-8,GATE CSE 2000 | Question: 8,MISSING,,,
go:678,https://gateoverflow.in/678/gate-cse-2000-question-7,GATE CSE 2000 | Question: 7,MISSING,,,
go:677,https://gateoverflow.in/677/gate-cse-2000-question-6,GATE CSE 2000 | Question: 6,MISSING,,,
go:676,https://gateoverflow.in/676/gate-cse-2000-question-5,GATE CSE 2000 | Question: 5,MISSING,,,
go:675,https://gateoverflow.in/675/gate-cse-2000-question-4,GATE CSE 2000 | Question: 4,MISSING,,,
go:674,https://gateoverflow.in/674/gate-cse-2000-question-3,GATE CSE 2000 | Question: 3,MISSING,,,
go:673,https://gateoverflow.in/673/gate-cse-2000-question-2-26,GATE CSE 2000 | Question: 2.26,MISSING,,,
go:205817,https://gateoverflow.in/205817/gate-cse-1999-question-20-b,GATE CSE 1999 | Question: 20-b,MISSING,,,
go:203572,https://gateoverflow.in/203572/gate-cse-1999-question-22-b,GATE CSE 1999 | Question: 22-b,MISSING,,,
go:93575,https://gateoverflow.in/93575/gate-cse-1999-question-11b,GATE CSE 1999 | Question: 11b,MISSING,,,
go:1522,https://gateoverflow.in/1522/gate-cse-1999-question-3,GATE CSE 1999 | Question: 3,MISSING,,,
go:1521,https://gateoverflow.in/1521/gate-cse-1999-question-22-a,GATE CSE 1999 | Question: 22-a,MISSING,,,
go:1520,https://gateoverflow.in/1520/gate-cse-1999-question-21,GATE CSE 1999 | Question: 21,MISSING,,,
go:1519,https://gateoverflow.in/1519/gate-cse-1999-question-20-a,GATE CSE 1999 | Question: 20-a,MISSING,,,
go:1518,https://gateoverflow.in/1518/gate-cse-1999-question-19,GATE CSE 1999 | Question: 19,MISSING,,,
go:1516,https://gateoverflow.in/1516/gate-cse-1999-question-17,GATE CSE 1999 | Question: 17,MISSING,,,
go:1514,https://gateoverflow.in/1514/gate-cse-1999-question-15,GATE CSE 1999 | Question: 15,MISSING,,,
go:1513,https://gateoverflow.in/1513/gate-cse-1999-question-14,GATE CSE 1999 | Question: 14,MISSING,,,
go:1511,https://gateoverflow.in/1511/gate-cse-1999-question-12,GATE CSE 1999 | Question: 12,MISSING,,,
go:1510,https://gateoverflow.in/1510/gate-cse-1999-question-11a,GATE CSE 1999 | Question: 11a,MISSING,,,
go:1509,https://gateoverflow.in/1509/gate-cse-1999-question-10,GATE CSE 1999 | Question: 10,MISSING,,,
go:1507,https://gateoverflow.in/1507/gate-cse-1999-question-8,GATE CSE 1999 | Question: 8,MISSING,,,
go:1506,https://gateoverflow.in/1506/gate-cse-1999-question-7,GATE CSE 1999 | Question: 7,MISSING,,,
go:1505,https://gateoverflow.in/1505/gate-cse-1999-question-6,GATE CSE 1999 | Question: 6,MISSING,,,
go:1504,https://gateoverflow.in/1504/gate-cse-1999-question-5,GATE CSE 1999 | Question: 5,MISSING,,,
go:1503,https://gateoverflow.in/1503/gate-cse-1999-question-4,GATE CSE 1999 | Question: 4,MISSING,,,
go:1498,https://gateoverflow.in/1498/gate-cse-1999-question-2-21,GATE CSE 1999 | Question: 2.21,MISSING,,,
go:232729,https://gateoverflow.in/232729/gate-cse-1998-question-10b,GATE CSE 1998 | Question: 10b,MISSING,,,
go:41055,https://gateoverflow.in/41055/gate-cse-1998-question-25b,GATE CSE 1998 | Question: 25b,MISSING,,,
go:15708,https://gateoverflow.in/15708/gate-cse-1998-question-19b,GATE CSE 1998 | Question: 19b,MISSING,,,
go:2941,https://gateoverflow.in/2941/gate-cse-1998-question-3b,GATE CSE 1998 | Question: 3b,MISSING,,,
go:1742,https://gateoverflow.in/1742/gate-cse-1998-question-27,GATE CSE 1998 | Question: 27,MISSING,,,
go:1741,https://gateoverflow.in/1741/gate-cse-1998-question-26,GATE CSE 1998 | Question: 26,MISSING,,,
go:1740,https://gateoverflow.in/1740/gate-cse-1998-question-25-a,GATE CSE 1998 | Question: 25-a,MISSING,,,
go:1739,https://gateoverflow.in/1739/gate-cse-1998-question-24,GATE CSE 1998 | Question: 24,MISSING,,,
go:1738,https://gateoverflow.in/1738/gate-cse-1998-question-23,GATE CSE 1998 | Question: 23,MISSING,,,
go:1737,https://gateoverflow.in/1737/gate-cse-1998-question-22,GATE CSE 1998 | Question: 22,MISSING,,,
go:1735,https://gateoverflow.in/1735/gate-cse-1998-question-21,GATE CSE 1998 | Question: 21,MISSING,,,
go:1734,https://gateoverflow.in/1734/gate-cse-1998-question-20,GATE CSE 1998 | Question: 20,MISSING,,,
go:1733,https://gateoverflow.in/1733/gate-cse-1998-question-19a,GATE CSE 1998 | Question: 19a,MISSING,,,
go:1732,https://gateoverflow.in/1732/gate-cse-1998-question-18,GATE CSE 1998 | Question: 18,MISSING,,,
go:1730,https://gateoverflow.in/1730/gate-cse-1998-question-16,GATE CSE 1998 | Question: 16,MISSING,,,
go:1728,https://gateoverflow.in/1728/gate-cse-1998-question-14,GATE CSE 1998 | Question: 14,MISSING,,,
go:1727,https://gateoverflow.in/1727/gate-cse-1998-question-13,GATE CSE 1998 | Question: 13,MISSING,,,
go:1726,https://gateoverflow.in/1726/gate-cse-1998-question-12,GATE CSE 1998 | Question: 12,MISSING,,,
go:1725,https://gateoverflow.in/1725/gate-cse-1998-question-11,GATE CSE 1998 | Question: 11,MISSING,,,
go:1724,https://gateoverflow.in/1724/gate-cse-1998-question-10a,GATE CSE 1998 | Question: 10a,MISSING,,,
go:1723,https://gateoverflow.in/1723/gate-cse-1998-question-9,GATE CSE 1998 | Question: 9,MISSING,,,
go:1722,https://gateoverflow.in/1722/gate-cse-1998-question-8,GATE CSE 1998 | Question: 8,MISSING,,,
go:1721,https://gateoverflow.in/1721/gate-cse-1998-question-7-a,GATE CSE 1998 | Question: 7-a,MISSING,,,
go:1697,https://gateoverflow.in/1697/gate-cse-1998-question-6b,GATE CSE 1998 | Question: 6b,MISSING,,,
go:1696,https://gateoverflow.in/1696/gate-cse-1998-question-5,GATE CSE 1998 | Question: 5,MISSING,,,
go:1695,https://gateoverflow.in/1695/gate-cse-1998-question-4,GATE CSE 1998 | Question: 4,MISSING,,,
go:203570,https://gateoverflow.in/203570/gate-cse-1997-question-76-b,GATE CSE 1997 | Question: 76-b,MISSING,,,
go:36282,https://gateoverflow.in/36282/deadlock,Deadlock,MISSING,,,
go:19838,https://gateoverflow.in/19838/gate-cse-1997-question-76-a,GATE CSE 1997 | Question: 76-a,MISSING,,,
go:19705,https://gateoverflow.in/19705/gate-cse-1997-question-75,GATE CSE 1997 | Question: 75,MISSING,,,
go:19703,https://gateoverflow.in/19703/gate-cse-1997-question-73,GATE CSE 1997 | Question: 73,MISSING,,,
go:19702,https://gateoverflow.in/19702/gate-cse-1997-question-72,GATE CSE 1997 | Question: 72,MISSING,,,
go:19700,https://gateoverflow.in/19700/gate-cse-1997-question-70,GATE CSE 1997 | Question: 70,MISSING,,,
go:2283,https://gateoverflow.in/2283/gate-cse-1997-question-23,GATE CSE 1997 | Question: 23,MISSING,,,
go:2281,https://gateoverflow.in/2281/gate-cse-1997-question-21,GATE CSE 1997 | Question: 21,MISSING,,,
go:2280,https://gateoverflow.in/2280/gate-cse-1997-question-20,GATE CSE 1997 | Question: 20,MISSING,,,
go:2279,https://gateoverflow.in/2279/gate-cse-1997-question-19,GATE CSE 1997 | Question: 19,MISSING,,,
go:2278,https://gateoverflow.in/2278/gate-cse-1997-question-18,GATE CSE 1997 | Question: 18,MISSING,,,
go:2277,https://gateoverflow.in/2277/gate-cse-1997-question-17,GATE CSE 1997 | Question: 17,MISSING,,,
go:2276,https://gateoverflow.in/2276/gate-cse-1997-question-16,GATE CSE 1997 | Question: 16,MISSING,,,
go:2274,https://gateoverflow.in/2274/gate-cse-1997-question-14,GATE CSE 1997 | Question: 14,MISSING,,,
go:2273,https://gateoverflow.in/2273/gate-cse-1997-question-13,GATE CSE 1997 | Question: 13,MISSING,,,
go:2272,https://gateoverflow.in/2272/gate-cse-1997-question-12,GATE CSE 1997 | Question: 12,MISSING,,,
go:2271,https://gateoverflow.in/2271/gate-cse-1997-question-11,GATE CSE 1997 | Question: 11,MISSING,,,
go:203691,https://gateoverflow.in/203691/gate-cse-1996-question-24-b,GATE CSE 1996 | Question: 24-b,MISSING,,,
go:2779,https://gateoverflow.in/2779/gate-cse-1996-question-27,GATE CSE 1996 | Question: 27,MISSING,,,
go:2776,https://gateoverflow.in/2776/gate-cse-1996-question-24-a,GATE CSE 1996 | Question: 24-a,MISSING,,,
go:2775,https://gateoverflow.in/2775/gate-cse-1996-question-23,GATE CSE 1996 | Question: 23,MISSING,,,
go:2774,https://gateoverflow.in/2774/gate-cse-1996-question-22,GATE CSE 1996 | Question: 22,MISSING,,,
go:2773,https://gateoverflow.in/2773/gate-cse-1996-question-21,GATE CSE 1996 | Question: 21,MISSING,,,
go:2772,https://gateoverflow.in/2772/gate-cse-1996-question-20,GATE CSE 1996 | Question: 20,MISSING,,,
go:2769,https://gateoverflow.in/2769/gate-cse-1996-question-17,GATE CSE 1996 | Question: 17,MISSING,,,
go:2768,https://gateoverflow.in/2768/gate-cse-1996-question-16,GATE CSE 1996 | Question: 16,MISSING,,,
go:2767,https://gateoverflow.in/2767/gate-cse-1996-question-15,GATE CSE 1996 | Question: 15,MISSING,,,
go:2765,https://gateoverflow.in/2765/gate-cse-1996-question-13,GATE CSE 1996 | Question: 13,MISSING,,,
go:2764,https://gateoverflow.in/2764/gate-cse-1996-question-12,GATE CSE 1996 | Question: 12,MISSING,,,
go:2763,https://gateoverflow.in/2763/gate-cse-1996-question-11,GATE CSE 1996 | Question: 11,MISSING,,,
go:2762,https://gateoverflow.in/2762/gate-cse-1996-question-10,GATE CSE 1996 | Question: 10,MISSING,,,
go:2761,https://gateoverflow.in/2761/gate-cse-1996-question-9,GATE CSE 1996 | Question: 9,MISSING,,,
go:2760,https://gateoverflow.in/2760/gate-cse-1996-question-8,GATE CSE 1996 | Question: 8,MISSING,,,
go:2759,https://gateoverflow.in/2759/gate-cse-1996-question-7,GATE CSE 1996 | Question: 7,MISSING,,,
go:2757,https://gateoverflow.in/2757/gate-cse-1996-question-5,GATE CSE 1996 | Question: 5,MISSING,,,
go:2756,https://gateoverflow.in/2756/gate-cse-1996-question-4,GATE CSE 1996 | Question: 4,MISSING,,,
go:2755,https://gateoverflow.in/2755/gate-cse-1996-question-3,GATE CSE 1996 | Question: 3,MISSING,,,
go:203837,https://gateoverflow.in/203837/gate-cse-1995-question-15-b,GATE CSE 1995 | Question: 15-b,MISSING,,,
go:2667,https://gateoverflow.in/2667/gate-cse-1995-question-6,GATE CSE 1995 | Question: 6,MISSING,,,
go:2666,https://gateoverflow.in/2666/gate-cse-1995-question-27,GATE CSE 1995 | Question: 27,MISSING,,,
go:2665,https://gateoverflow.in/2665/gate-cse-1995-question-26,GATE CSE 1995 | Question: 26,MISSING,,,
go:2663,https://gateoverflow.in/2663/gate-cse-1995-question-24,GATE CSE 1995 | Question: 24,MISSING,,,
go:2661,https://gateoverflow.in/2661/gate-cse-1995-question-23,GATE CSE 1995 | Question: 23,MISSING,,,
go:2660,https://gateoverflow.in/2660/gate-cse-1995-question-22,GATE CSE 1995 | Question: 22,MISSING,,,
go:2659,https://gateoverflow.in/2659/gate-cse-1995-question-21,GATE CSE 1995 | Question: 21,MISSING,,,
go:2658,https://gateoverflow.in/2658/gate-cse-1995-question-20,GATE CSE 1995 | Question: 20,MISSING,,,
go:2656,https://gateoverflow.in/2656/gate-cse-1995-question-19,GATE CSE 1995 | Question: 19,MISSING,,,
go:2655,https://gateoverflow.in/2655/gate-cse-1995-question-18,GATE CSE 1995 | Question: 18,MISSING,,,
go:2651,https://gateoverflow.in/2651/gate-cse-1995-question-15-a,GATE CSE 1995 | Question: 15-a,MISSING,,,
go:2650,https://gateoverflow.in/2650/gate-cse-1995-question-14,GATE CSE 1995 | Question: 14,MISSING,,,
go:2649,https://gateoverflow.in/2649/gate-cse-1995-question-13,GATE CSE 1995 | Question: 13,MISSING,,,
go:2648,https://gateoverflow.in/2648/gate-cse-1995-question-12,GATE CSE 1995 | Question: 12,MISSING,,,
go:2647,https://gateoverflow.in/2647/gate-cse-1995-question-11,GATE CSE 1995 | Question: 11,MISSING,,,
go:2644,https://gateoverflow.in/2644/gate-cse-1995-question-9,GATE CSE 1995 | Question: 9,MISSING,,,
go:2643,https://gateoverflow.in/2643/gate-cse-1995-question-8,GATE CSE 1995 | Question: 8,MISSING,,,
go:2641,https://gateoverflow.in/2641/gate-cse-1995-question-5,GATE CSE 1995 | Question: 5,MISSING,,,
go:2640,https://gateoverflow.in/2640/gate-cse-1995-question-4,GATE CSE 1995 | Question: 4,MISSING,,,
go:2639,https://gateoverflow.in/2639/gate-cse-1995-question-3,GATE CSE 1995 | Question: 3,MISSING,,,
go:360171,https://gateoverflow.in/360171/gate-cse-1994-question-17b,GATE CSE 1994 | Question: 17b,MISSING,,,
go:360170,https://gateoverflow.in/360170/gate-cse-1994-question-18b,GATE CSE 1994 | Question: 18b,MISSING,,,
go:360163,https://gateoverflow.in/360163/gate-cse-1994-question-14b,GATE CSE 1994 | Question: 14b,MISSING,,,
go:2524,https://gateoverflow.in/2524/gate-cse-1994-question-28,GATE CSE 1994 | Question: 28,MISSING,,,
go:2523,https://gateoverflow.in/2523/gate-cse-1994-question-27,GATE CSE 1994 | Question: 27,MISSING,,,
go:2522,https://gateoverflow.in/2522/gate-cse-1994-question-26,GATE CSE 1994 | Question: 26,MISSING,,,
go:2521,https://gateoverflow.in/2521/gate-cse-1994-question-25,GATE CSE 1994 | Question: 25,MISSING,,,
go:2520,https://gateoverflow.in/2520/gate-cse-1994-question-24,GATE CSE 1994 | Question: 24,MISSING,,,
go:2519,https://gateoverflow.in/2519/gate-cse-1994-question-23,GATE CSE 1994 | Question: 23,MISSING,,,
go:2516,https://gateoverflow.in/2516/gate-cse-1994-question-20,GATE CSE 1994 | Question: 20,MISSING,,,
go:2515,https://gateoverflow.in/2515/gate-cse-1994-question-19,GATE CSE 1994 | Question: 19,MISSING,,,
go:2514,https://gateoverflow.in/2514/gate-cse-1994-question-18a,GATE CSE 1994 | Question: 18a,MISSING,,,
go:2513,https://gateoverflow.in/2513/gate-cse-1994-question-17a,GATE CSE 1994 | Question: 17a,MISSING,,,
go:2511,https://gateoverflow.in/2511/gate-cse-1994-question-15,GATE CSE 1994 | Question: 15,MISSING,,,
go:2510,https://gateoverflow.in/2510/gate-cse-1994-question-14a,GATE CSE 1994 | Question: 14a,MISSING,,,
go:2509,https://gateoverflow.in/2509/gate-cse-1994-question-13,GATE CSE 1994 | Question: 13,MISSING,,,
go:2508,https://gateoverflow.in/2508/gate-cse-1994-question-12,GATE CSE 1994 | Question: 12,MISSING,,,
go:2505,https://gateoverflow.in/2505/gate-cse-1994-question-9,GATE CSE 1994 | Question: 9,MISSING,,,
go:2504,https://gateoverflow.in/2504/gate-cse-1994-question-8,GATE CSE 1994 | Question: 8,MISSING,,,
go:2503,https://gateoverflow.in/2503/gate-cse-1994-question-7,GATE CSE 1994 | Question: 7,MISSING,,,
go:2502,https://gateoverflow.in/2502/gate-cse-1994-question-6,GATE CSE 1994 | Question: 6,MISSING,,,
go:2501,https://gateoverflow.in/2501/gate-cse-1994-question-5,GATE CSE 1994 | Question: 5,MISSING,,,
go:2500,https://gateoverflow.in/2500/gate-cse-1994-question-4,GATE CSE 1994 | Question: 4,MISSING,,,
go:2498,https://gateoverflow.in/2498/gate-cse-1994-question-3-12,GATE CSE 1994 | Question: 3.12,MISSING,,,
go:203351,https://gateoverflow.in/203351/gate-cse-1993-question-24,GATE CSE 1993 | Question: 24,MISSING,,,
go:2324,https://gateoverflow.in/2324/gate-cse-1993-question-28,GATE CSE 1993 | Question: 28,MISSING,,,
go:2323,https://gateoverflow.in/2323/gate-cse-1993-question-27,GATE CSE 1993 | Question: 27,MISSING,,,
go:2322,https://gateoverflow.in/2322/gate-cse-1993-question-26,GATE CSE 1993 | Question: 26,MISSING,,,
go:2321,https://gateoverflow.in/2321/gate-cse-1993-question-25,GATE CSE 1993 | Question: 25,MISSING,,,
go:2320,https://gateoverflow.in/2320/gate-cse-1993-question-23,GATE CSE 1993 | Question: 23,MISSING,,,
go:2319,https://gateoverflow.in/2319/gate-cse-1993-question-22,GATE CSE 1993 | Question: 22,MISSING,,,
go:2318,https://gateoverflow.in/2318/gate-cse-1993-question-21,GATE CSE 1993 | Question: 21,MISSING,,,
go:2316,https://gateoverflow.in/2316/gate-cse-1993-question-19,GATE CSE 1993 | Question: 19,MISSING,,,
go:2315,https://gateoverflow.in/2315/gate-cse-1993-question-18,GATE CSE 1993 | Question: 18,MISSING,,,
go:2314,https://gateoverflow.in/2314/gate-cse-1993-question-17,GATE CSE 1993 | Question: 17,MISSING,,,
go:2313,https://gateoverflow.in/2313/gate-cse-1993-question-16,GATE CSE 1993 | Question: 16,MISSING,,,
go:2310,https://gateoverflow.in/2310/gate-cse-1993-question-13,GATE CSE 1993 | Question: 13,MISSING,,,
go:2309,https://gateoverflow.in/2309/gate-cse-1993-question-12,GATE CSE 1993 | Question: 12,MISSING,,,
go:2308,https://gateoverflow.in/2308/gate-cse-1993-question-11,GATE CSE 1993 | Question: 11,MISSING,,,
go:2307,https://gateoverflow.in/2307/gate-cse-1993-question-10,GATE CSE 1993 | Question: 10,MISSING,,,
go:2306,https://gateoverflow.in/2306/gate-cse-1993-question-9,GATE CSE 1993 | Question: 9,MISSING,,,
go:2305,https://gateoverflow.in/2305/gate-cse-1993-question-8-7,GATE CSE 1993 | Question: 8.7,MISSING,,,
go:2303,https://gateoverflow.in/2303/gate-cse-1993-question-8-5,GATE CSE 1993 | Question: 8.5,MISSING,,,
go:43600,https://gateoverflow.in/43600/gate-cse-1992-question-07b,GATE CSE 1992 | Question: 07b,MISSING,,,
go:43584,https://gateoverflow.in/43584/gate-cse-1992-question-10b,GATE CSE 1992 | Question: 10b,MISSING,,,
go:43583,https://gateoverflow.in/43583/gate-cse-1992-question-11b,GATE CSE 1992 | Question: 11b,MISSING,,,
go:43581,https://gateoverflow.in/43581/gate-cse-1992-question-13b,GATE CSE 1992 | Question: 13b,MISSING,,,
